2019-01-05 18:51:11,1081624168271994881,b'@priyankachopra @tam04sharma Beautiful as always \xf0\x9f\x98\x98',1081451812471791621
2019-01-05 18:43:11,1081622153710034944,b'@priyankachopra @tam04sharma Nice pic',1081451812471791621
2019-01-05 18:18:51,1081616030470946817,b'@priyankachopra @tam04sharma Looking smart',1081451812471791621
2019-01-05 17:51:58,1081609263724793856,"b""@priyankachopra @tam04sharma Something's don't change but your asthma problem does...""",1081451812471791621
2019-01-05 17:29:34,1081603625959518209,b'@priyankachopra @tam04sharma My friends priyanka chopra nice picutres \nBest pcutres priyanka Chopra very Beatiuful \nLovely pcutres \n\xc3\x97o\xc3\x97o',1081451812471791621
2019-01-05 17:11:46,1081599146916700160,b'@priyankachopra @tam04sharma Osm pinkudi......',1081451812471791621
2019-01-05 17:10:22,1081598796839161857,b'@priyankachopra @tam04sharma Beautiful',1081451812471791621
2019-01-05 17:01:38,1081596595727159296,b'@priyankachopra @tam04sharma Yep really never change arranging fake fans to take autograph twice by same guys. #Shame',1081451812471791621
2019-01-05 16:58:21,1081595771097473024,b'@priyankachopra @tam04sharma Hi',1081451812471791621
2019-01-05 16:58:02,1081595691246317568,b'@priyankachopra @tam04sharma Hi Friends',1081451812471791621
2019-01-05 16:57:55,1081595662888779776,b'@priyankachopra @tam04sharma Hi frend',1081451812471791621
2019-01-05 16:55:09,1081594966256824326,b'@priyankachopra @tam04sharma \xf0\x9f\x98\x98\xf0\x9f\x98\x98\xf0\x9f\x98\x98\xf0\x9f\x98\x98\xf0\x9f\x98\x98\xf0\x9f\x98\x98',1081451812471791621
2019-01-05 16:43:39,1081592070777622533,"b""@priyankachopra @tam04sharma I can't get your language....""",1081451812471791621
2019-01-05 16:18:05,1081585638762110976,b'@priyankachopra @tam04sharma Nice',1081451812471791621
2019-01-05 16:17:56,1081585600170545154,b'@priyankachopra @tam04sharma Hello',1081451812471791621
2019-01-05 15:54:20,1081579659588820993,"b""@priyankachopra @tam04sharma Don't know who is XOXO ???""",1081451812471791621
2019-01-05 15:42:51,1081576770992726016,b'@priyankachopra @tam04sharma Nice dear friend',1081451812471791621
2019-01-05 15:38:56,1081575784257646593,b'@priyankachopra @tam04sharma Nice pics mam',1081451812471791621
2019-01-05 15:30:02,1081573543664644097,b'@priyankachopra @tam04sharma Hello beautiful\xf0\x9f\x98\x98',1081451812471791621
2019-01-05 15:21:34,1081571414187167745,b'@priyankachopra @tam04sharma https://t.co/6OLDO7ndeO',1081451812471791621
2019-01-05 15:20:46,1081571214718582784,b'@priyankachopra @tam04sharma Miss you \xf0\x9f\x98\x98\xf0\x9f\x98\x8d https://t.co/N3A6WMI1xk',1081451812471791621
2019-01-05 15:17:03,1081570279006994433,b'@priyankachopra @tam04sharma Nic.....priyanka ji',1081451812471791621
2019-01-05 15:13:39,1081569423016845313,b'@priyankachopra @tam04sharma Looking so to good',1081451812471791621
2019-01-05 15:11:51,1081568967951568898,b'@priyankachopra @tam04sharma Some things (two separate words and no apostrophe needed) \xf0\x9f\x98\x89',1081451812471791621
2019-01-05 15:03:46,1081566935710556162,b'@priyankachopra @tam04sharma Supper pic sath me Kon hai',1081451812471791621
2019-01-05 15:03:04,1081566758853660672,b'@priyankachopra @tam04sharma Love you guys \xf0\x9f\x98\x8d',1081451812471791621
2019-01-05 14:58:12,1081565532141293569,b'@priyankachopra @tam04sharma Xoxo looking so cute \xf0\x9f\x98\x8d',1081451812471791621
2019-01-05 14:54:06,1081564503106572288,b'@priyankachopra @tam04sharma So hot',1081451812471791621
2019-01-05 14:52:08,1081564008333955078,b'@priyankachopra @tam04sharma Tera beta Nick kidhar?',1081451812471791621
2019-01-05 14:47:25,1081562822298005507,b'@priyankachopra @tam04sharma \xe2\x9d\xa4',1081451812471791621
2019-01-05 14:40:11,1081560998006251520,b'@priyankachopra @tam04sharma Nice pic',1081451812471791621
2019-01-05 14:39:13,1081560758146613248,b'@priyankachopra @tam04sharma wonderful',1081451812471791621
2019-01-05 14:35:40,1081559864462045184,b'@priyankachopra @tam04sharma Cute',1081451812471791621
2019-01-05 14:34:43,1081559623541362699,b'@priyankachopra @tam04sharma you looking awesome',1081451812471791621
2019-01-05 14:19:09,1081555706136821761,b'@priyankachopra @tam04sharma https://t.co/KqEcgL2A9N',1081451812471791621
2019-01-05 14:17:02,1081555172772343810,b'@priyankachopra @tam04sharma Hii',1081451812471791621
2019-01-05 14:12:53,1081554130110480384,b'@priyankachopra @tam04sharma Beautiful',1081451812471791621
2019-01-05 14:08:24,1081553003520368640,b'@priyankachopra @tam04sharma Nice',1081451812471791621
2019-01-05 14:00:42,1081551063868678144,b'@priyankachopra @tam04sharma Two nice',1081451812471791621
2019-01-05 13:49:39,1081548284315889664,b'@priyankachopra @tam04sharma very nice',1081451812471791621
2019-01-05 13:47:45,1081547804483510272,b'@priyankachopra @tam04sharma \xf0\x9f\x92\x96\xf0\x9f\x92\x96',1081451812471791621
2019-01-05 13:46:25,1081547470801297410,b'@priyankachopra @tam04sharma Osm lady',1081451812471791621
2019-01-05 13:39:02,1081545609436229632,b'@priyankachopra @tam04sharma Akhsye paaji missing u',1081451812471791621
2019-01-05 13:38:47,1081545547310424065,b'@priyankachopra @tam04sharma Hello',1081451812471791621
2019-01-05 13:38:40,1081545519103688704,b'@priyankachopra @tam04sharma Hi',1081451812471791621
2019-01-05 13:34:38,1081544503591428102,b'@priyankachopra @tam04sharma Hi gerls',1081451812471791621
2019-01-05 13:20:46,1081541015574466561,b'@priyankachopra @tam04sharma Nice',1081451812471791621
2019-01-05 13:15:07,1081539592593887233,b'@priyankachopra @tam04sharma Lots of \xf0\x9f\x98\x8d\nLove u priyanka https://t.co/Hgyq29Wnoi',1081451812471791621
2019-01-05 13:08:52,1081538019826565126,b'@priyankachopra @tam04sharma Supar',1081451812471791621
2019-01-05 13:07:22,1081537642951397376,b'@priyankachopra @tam04sharma Awesome',1081451812471791621
2019-01-05 13:07:02,1081537558511796224,b'@priyankachopra @tam04sharma So sweet mam',1081451812471791621
2019-01-05 12:56:14,1081534841332682754,b'@priyankachopra @tam04sharma Hii',1081451812471791621
2019-01-05 12:54:18,1081534352419282944,b'@priyankachopra @tam04sharma Oho superb',1081451812471791621
2019-01-05 12:50:53,1081533493736341506,b'@priyankachopra @tam04sharma Nice',1081451812471791621
2019-01-05 12:37:32,1081530133612093440,b'@priyankachopra @tam04sharma N pic priynka',1081451812471791621
2019-01-05 12:30:39,1081528401561669632,b'@priyankachopra @tam04sharma Hi',1081451812471791621
2019-01-05 12:09:21,1081523042524643329,b'@priyankachopra @tam04sharma Awesome',1081451812471791621
2019-01-05 12:02:06,1081521215884480512,"b""@priyankachopra @tam04sharma \xf0\x9f\x91\x8c\xf0\x9f\x91\x8c\xf0\x9f\x91\x8c\xf0\x9f\x91\x8c..\nNice shoes Ma'm...""",1081451812471791621
2019-01-05 11:58:40,1081520353669607424,"b""@priyankachopra @tam04sharma It's very cold in...... Where?""",1081451812471791621
2019-01-05 11:57:39,1081520098790334465,b'@priyankachopra @tam04sharma So beautiful \xf0\x9f\x98\x98\xf0\x9f\x98\x98\xf0\x9f\x98\x98\xf0\x9f\x98\x98\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d',1081451812471791621
2019-01-05 11:56:23,1081519777036681217,b'@priyankachopra @tam04sharma beautiful',1081451812471791621
2019-01-05 11:54:23,1081519274848591872,b'@priyankachopra @tam04sharma Love You Priyanka ji',1081451812471791621
2019-01-05 11:45:04,1081516930467549184,b'@priyankachopra @tam04sharma Very Nice',1081451812471791621
2019-01-05 11:38:42,1081515327505068032,b'@priyankachopra @tam04sharma Cute pic mam',1081451812471791621
2019-01-05 11:38:18,1081515226330062848,b'@priyankachopra @tam04sharma Janpath ke kapde mast hote hain kahin bhi pehen lo\xf0\x9f\x98\x80',1081451812471791621
2019-01-05 11:37:24,1081515001683177473,b'@priyankachopra @tam04sharma But something has definitely changed. Your thinking. Happy brother sister wedding \xf0\x9f\x91\x8f\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f',1081451812471791621
2019-01-05 11:29:02,1081512896570503169,b'@priyankachopra @tam04sharma https://t.co/dpRStUBqKb',1081451812471791621
2019-01-05 11:28:46,1081512827477680128,b'@priyankachopra @tam04sharma QUEEN Priyanka chopra jonas \xf0\x9f\x91\x8c\xf0\x9f\x91\x8c\xf0\x9f\x91\x8c\xf0\x9f\x91\x8c\xf0\x9f\x91\x8c\xf0\x9f\x91\x8c\xf0\x9f\x91\x8c\xf0\x9f\x91\x8c\xf0\x9f\x91\x8c\xf0\x9f\x91\x8c\xf0\x9f\x91\x8c\xf0\x9f\x91\x8c\xf0\x9f\x92\x9e\xf0\x9f\x92\x9e\xf0\x9f\x92\x9e\xf0\x9f\x92\x9e\xf0\x9f\x92\x9e\xf0\x9f\x92\x9e\xf0\x9f\x92\x9e\xf0\x9f\x92\x9e\xf0\x9f\x8c\xb7\xf0\x9f\x8c\xb7\xf0\x9f\x8c\xb7\xf0\x9f\x8c\xb7\xf0\x9f\x8c\xb7\xf0\x9f\x8c\xb7\xf0\x9f\x8c\xb7\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f https://t.co/d9xNW1cFF1',1081451812471791621
2019-01-05 11:24:48,1081511831376748546,b'@priyankachopra @tam04sharma Queen priyanka chopra jonas \xf0\x9f\x91\x8c\xf0\x9f\x91\x8c\xf0\x9f\x91\x8c\xf0\x9f\x91\x8c\xf0\x9f\x91\x8c\xf0\x9f\x91\x8c\xf0\x9f\x91\x8c\xf0\x9f\x91\x8c\xf0\x9f\x91\x8c\xf0\x9f\x8c\xb7\xf0\x9f\x8c\xb7\xf0\x9f\x8c\xb7\xf0\x9f\x8c\xb7\xf0\x9f\x8c\xb7\xf0\x9f\x8c\xb7\xf0\x9f\x92\x9e\xf0\x9f\x92\x9e\xf0\x9f\x92\x9e\xf0\x9f\x92\x9e\xf0\x9f\x92\x9e\xf0\x9f\x92\x9e\xf0\x9f\x92\x9e https://t.co/amay165C8V',1081451812471791621
2019-01-05 11:20:38,1081510781982773248,b'@priyankachopra @tam04sharma Beauty',1081451812471791621
2019-01-05 11:17:19,1081509948817854469,b'@priyankachopra @tam04sharma Dual citizenship',1081451812471791621
2019-01-05 11:11:00,1081508356974669824,b'@priyankachopra @tam04sharma \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f',1081451812471791621
2019-01-05 11:06:29,1081507221521850368,b'@priyankachopra @tam04sharma Supar',1081451812471791621
2019-01-05 10:55:14,1081504390148542465,b'@priyankachopra @tam04sharma So beautiful',1081451812471791621
2019-01-05 10:53:27,1081503941056065538,b'@priyankachopra @tam04sharma Heart touch pic',1081451812471791621
2019-01-05 10:43:09,1081501346908569600,b'@priyankachopra @tam04sharma \xf0\x9f\xa5\xb0\xe2\x9d\xa4\xef\xb8\x8f',1081451812471791621
2019-01-05 10:41:03,1081500822209511425,b'@priyankachopra @tam04sharma Gogeous',1081451812471791621
2019-01-05 10:38:10,1081500095898681344,b'@priyankachopra @tam04sharma Hello Gorgeous Women \xf0\x9f\x98\x8a\xf0\x9f\x98\x8a\xf0\x9f\x98\x8a\xe2\x99\xa5\xef\xb8\x8f\xe2\x99\xa5\xef\xb8\x8f\xe2\x99\xa5\xef\xb8\x8f',1081451812471791621
2019-01-05 10:37:44,1081499986221625345,b'@priyankachopra @tam04sharma \xf0\x9f\x98\x98\xf0\x9f\x98\x98\xe2\x9d\xa4\xef\xb8\x8f',1081451812471791621
2019-01-05 10:35:38,1081499457819074562,b'@priyankachopra @tam04sharma \xe2\x9d\xa3\xef\xb8\x8f\xf0\x9f\x92\x95\xf0\x9f\x92\x9e\xf0\x9f\x92\x98\xf0\x9f\x92\x97\xf0\x9f\x92\x93\xf0\x9f\x92\x96 https://t.co/FgtG7ph00M',1081451812471791621
2019-01-05 10:25:43,1081496961260253184,b'@priyankachopra @tam04sharma super',1081451812471791621
2019-01-05 10:23:55,1081496510376767488,b'@priyankachopra @tam04sharma \xf0\x9f\x91\x8c\xf0\x9f\x91\x8c\xf0\x9f\x91\x8c#so beautiful',1081451812471791621
2019-01-05 10:21:41,1081495947463532545,b'@priyankachopra @tam04sharma Oh hello gorgeous we missed u \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f',1081451812471791621
